feedback_id,ride_id,user_rating,captain_rating,issue_category,comments
FDBK022879,RIDE045165,3,4,No Helmet Provided,Captain arrived late
FDBK022880,RIDE035416,4,3,No Helmet Provided,Ride experience could be better
FDBK022881,RIDE009056,5,4,Captain Arrived Late,
FDBK022882,RIDE015008,5,2,Unsafe Driving / Speeding,Ride experience could be better
FDBK022883,RIDE014158,3,3,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK022884,RIDE072357,5,3,Fare Overcharged,Captain arrived late
FDBK022885,RIDE044954,1,3,,Fare charged was higher than expected
FDBK022886,RIDE045295,3,3,Navigation Confusion,Fare charged was higher than expected
FDBK022887,RIDE034797,2,3,No Helmet Provided,Bike was not clean
FDBK022888,RIDE005782,4,5,No Helmet Provided,Not satisfied with behaviour
FDBK022889,RIDE042100,3,4,Fare Overcharged,Captain was polite and helpful
FDBK022890,RIDE037212,4,2,No Issues,Ride was smooth and quick
FDBK022891,RIDE075596,3,1,,Traffic was handled well
FDBK022892,RIDE060979,4,2,,"Helmet not provided, unsafe"
FDBK022893,RIDE009873,2,1,No Helmet Provided,Not satisfied with behaviour
FDBK022894,RIDE031706,2,3,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK022895,,3,4,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK022896,RIDE023956,2,3,No Helmet Provided,Traffic was handled well
FDBK022897,RIDE043745,4,1,Route Issues / Longer Route Taken,Captain arrived late
FDBK022898,RIDE022724,2,5,Bike in Poor Condition,Not satisfied with behaviour
FDBK022899,RIDE041389,3,2,No Issues,Ride was smooth and quick
FDBK022900,RIDE078427,2,1,No Issues,Ride experience could be better
FDBK022901,RIDE050950,2,5,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK022902,RIDE008511,4,1,Bike in Poor Condition,Not satisfied with behaviour
FDBK022903,RIDE042487,1,2,Captain Arrived Late,Captain arrived late
FDBK022904,RIDE064889,3,5,Captain Arrived Late,Ride was smooth and quick
FDBK022905,RIDE037217,1,1,No Issues,Captain arrived late
FDBK022906,RIDE010171,1,4,No Helmet Provided,Not satisfied with behaviour
FDBK022907,RIDE031143,4,3,Long Wait Time,Traffic was handled well
FDBK022908,RIDE024406,4,4,Fare Overcharged,Not satisfied with behaviour
FDBK022909,RIDE000115,2,5,Navigation Confusion,"Good service, will ride again"
FDBK022910,RIDE072285,5,1,Long Wait Time,Fare charged was higher than expected
FDBK022911,RIDE040572,3,5,Bike in Poor Condition,Captain was polite and helpful
FDBK022912,RIDE032941,4,1,No Helmet Provided,Ride experience could be better
FDBK022913,RIDE005387,2,4,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK022914,RIDE078165,5,2,Captain Arrived Late,Ride experience could be better
FDBK022915,RIDE031476,5,1,,"Good service, will ride again"
FDBK022916,RIDE045426,5,2,Bike in Poor Condition,Ride was smooth and quick
FDBK022917,RIDE066078,5,1,No Issues,Traffic was handled well
FDBK022918,RIDE053922,2,3,,Not satisfied with behaviour
FDBK022919,RIDE010914,,5,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK022920,RIDE016949,1,1,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK022921,RIDE024770,1,4,Navigation Confusion,Ride was smooth and quick
FDBK022922,RIDE063851,5,2,Bike in Poor Condition,Captain arrived late
FDBK022923,RIDE011418,3,1,No Issues,Bike was not clean
FDBK022924,RIDE041351,4,3,No Issues,Ride experience could be better
FDBK022925,RIDE071529,5,1,No Helmet Provided,Bike was not clean
FDBK022926,RIDE052468,5,1,Unsafe Driving / Speeding,Traffic was handled well
FDBK022927,RIDE026263,4,1,Long Wait Time,Fare charged was higher than expected
FDBK022928,RIDE032502,4,5,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK022929,RIDE004360,2,2,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK022930,RIDE054693,3,5,Long Wait Time,Captain arrived late
FDBK022931,RIDE000726,1,3,Captain Arrived Late,Bike was not clean
FDBK022932,RIDE034176,3,,Fare Overcharged,Ride experience could be better
FDBK022933,RIDE065994,5,3,Long Wait Time,Bike was not clean
FDBK022934,RIDE040793,4,1,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK022935,RIDE013649,2,5,Bike in Poor Condition,Ride experience could be better
FDBK022936,RIDE043679,2,5,,Not satisfied with behaviour
FDBK022937,RIDE057257,5,2,Bike in Poor Condition,
FDBK022938,RIDE008362,3,4,Navigation Confusion,Ride experience could be better
FDBK022939,RIDE004110,5,3,Route Issues / Longer Route Taken,Ride experience could be better
FDBK022940,RIDE006310,4,1,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK022941,RIDE048494,5,4,Fare Overcharged,Bike was not clean
FDBK022942,RIDE030649,4,3,,Captain was polite and helpful
FDBK022943,RIDE076826,1,3,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK022944,RIDE032903,5,,No Issues,
FDBK022945,RIDE058064,3,4,Captain Arrived Late,Not satisfied with behaviour
FDBK022946,RIDE075171,4,5,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK022947,RIDE036392,5,1,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK022948,RIDE012041,3,3,Captain Arrived Late,Captain was polite and helpful
FDBK022949,RIDE066050,,3,Navigation Confusion,"Helmet not provided, unsafe"
FDBK022950,RIDE043682,3,5,Fare Overcharged,
FDBK022951,RIDE038556,1,3,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK022952,RIDE077611,3,2,Navigation Confusion,Ride experience could be better
FDBK022953,RIDE022395,3,5,Long Wait Time,"Helmet not provided, unsafe"
FDBK022954,RIDE044635,4,1,Bike in Poor Condition,Not satisfied with behaviour
FDBK022955,RIDE024373,3,3,Bike in Poor Condition,Captain arrived late
FDBK022956,RIDE058329,3,2,No Issues,"Good service, will ride again"
FDBK022957,RIDE057095,3,4,No Helmet Provided,Traffic was handled well
FDBK022958,RIDE024220,4,2,Captain Rude or Unfriendly,
FDBK022959,RIDE078741,3,2,Bike in Poor Condition,Ride was smooth and quick
FDBK022960,RIDE040112,4,4,Fare Overcharged,"Good service, will ride again"
FDBK022961,RIDE073437,5,5,Unsafe Driving / Speeding,Ride experience could be better
FDBK022962,RIDE028054,1,4,Captain Arrived Late,Fare charged was higher than expected
FDBK022963,,,5,Route Issues / Longer Route Taken,Traffic was handled well
FDBK022964,RIDE046506,4,1,Route Issues / Longer Route Taken,Captain arrived late
FDBK022965,RIDE073257,2,4,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK022966,RIDE031243,2,1,Long Wait Time,Bike was not clean
FDBK022967,RIDE047155,3,4,Navigation Confusion,Bike was not clean
FDBK022968,RIDE036682,2,4,Route Issues / Longer Route Taken,Traffic was handled well
FDBK022969,RIDE035788,4,2,Long Wait Time,Bike was not clean
FDBK022970,RIDE024337,,4,Bike in Poor Condition,Captain arrived late
FDBK022971,RIDE067847,4,2,Bike in Poor Condition,Ride was smooth and quick
FDBK022972,RIDE027840,2,4,Captain Arrived Late,"Good service, will ride again"
FDBK022973,RIDE039990,5,1,No Helmet Provided,Ride was smooth and quick
FDBK022974,RIDE041834,2,1,No Helmet Provided,Fare charged was higher than expected
FDBK022975,RIDE073205,4,3,Navigation Confusion,Captain was polite and helpful
FDBK022976,RIDE004490,3,5,No Issues,Captain was polite and helpful
FDBK022977,RIDE046927,4,1,Unsafe Driving / Speeding,
FDBK022978,RIDE027471,5,3,Navigation Confusion,
FDBK022979,RIDE046127,1,4,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK022980,,5,2,No Issues,Not satisfied with behaviour
FDBK022981,RIDE077469,3,5,Fare Overcharged,Fare charged was higher than expected
FDBK022982,RIDE020899,3,4,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK022983,RIDE049352,4,1,No Issues,Fare charged was higher than expected
FDBK022984,RIDE061180,5,2,Captain Arrived Late,Not satisfied with behaviour
FDBK022985,RIDE013300,3,5,Long Wait Time,Not satisfied with behaviour
FDBK022986,,4,3,No Issues,Ride experience could be better
FDBK022987,RIDE071841,4,1,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK022988,RIDE056961,5,4,Captain Arrived Late,Traffic was handled well
FDBK022989,RIDE067890,3,4,,"Good service, will ride again"
FDBK022990,RIDE019849,3,3,,Captain arrived late
FDBK022991,RIDE040426,3,5,,Ride was smooth and quick
FDBK022992,,1,2,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK022993,RIDE024709,3,2,No Issues,Bike was not clean
FDBK022994,RIDE068989,5,2,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK022995,,4,3,No Issues,"Helmet not provided, unsafe"
FDBK022996,RIDE041001,5,4,No Issues,
FDBK022997,RIDE012174,2,3,Long Wait Time,Ride experience could be better
FDBK022998,RIDE017256,2,2,Navigation Confusion,Bike was not clean
FDBK022999,RIDE045656,3,,No Helmet Provided,Ride was smooth and quick
FDBK023000,RIDE075012,3,4,Navigation Confusion,Captain arrived late
FDBK023001,RIDE065481,4,5,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK023002,,5,5,Navigation Confusion,Captain arrived late
FDBK023003,RIDE015637,5,5,No Helmet Provided,Ride experience could be better
FDBK023004,RIDE077640,2,,Navigation Confusion,Fare charged was higher than expected
FDBK023005,RIDE049831,5,1,Navigation Confusion,"Good service, will ride again"
FDBK023006,RIDE057131,4,2,Bike in Poor Condition,Captain arrived late
FDBK023007,RIDE038051,4,2,No Helmet Provided,Captain arrived late
FDBK023008,,4,2,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023009,RIDE059328,2,3,Bike in Poor Condition,Captain arrived late
FDBK023010,RIDE070249,1,2,Unsafe Driving / Speeding,Captain arrived late
FDBK023011,RIDE047098,3,2,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK023012,RIDE036279,1,2,,Fare charged was higher than expected
FDBK023013,RIDE042617,3,1,,Not satisfied with behaviour
FDBK023014,RIDE019106,,4,No Issues,Not satisfied with behaviour
FDBK023015,RIDE024794,5,1,Long Wait Time,
FDBK023016,RIDE076606,2,1,Captain Rude or Unfriendly,
FDBK023017,RIDE025768,2,,No Issues,Fare charged was higher than expected
FDBK023018,RIDE044974,3,3,No Helmet Provided,Traffic was handled well
FDBK023019,RIDE063363,5,2,Fare Overcharged,Captain was polite and helpful
FDBK023020,RIDE033859,4,1,No Issues,Traffic was handled well
FDBK023021,RIDE050786,2,1,Captain Rude or Unfriendly,Ride experience could be better
FDBK023022,RIDE021410,5,4,Navigation Confusion,Not satisfied with behaviour
FDBK023023,RIDE042428,3,4,Long Wait Time,Captain arrived late
FDBK023024,RIDE008920,1,5,Navigation Confusion,Ride experience could be better
FDBK023025,RIDE029157,1,5,Fare Overcharged,Not satisfied with behaviour
FDBK023026,RIDE026151,5,4,Navigation Confusion,Captain arrived late
FDBK023027,RIDE041077,1,3,Bike in Poor Condition,Bike was not clean
FDBK023028,RIDE000347,3,2,Bike in Poor Condition,Fare charged was higher than expected
FDBK023029,RIDE008941,2,1,Fare Overcharged,"Good service, will ride again"
FDBK023030,RIDE007231,2,5,No Issues,Fare charged was higher than expected
FDBK023031,RIDE051360,1,3,Captain Rude or Unfriendly,
FDBK023032,RIDE061641,4,4,Route Issues / Longer Route Taken,Bike was not clean
FDBK023033,RIDE062498,2,5,Captain Arrived Late,Captain was polite and helpful
FDBK023034,RIDE035609,3,2,Long Wait Time,Captain arrived late
FDBK023035,RIDE014009,5,1,Long Wait Time,Fare charged was higher than expected
FDBK023036,RIDE022184,4,2,Captain Arrived Late,"Good service, will ride again"
FDBK023037,RIDE008911,4,1,No Helmet Provided,Traffic was handled well
FDBK023038,RIDE073190,1,4,Navigation Confusion,Fare charged was higher than expected
FDBK023039,RIDE060087,5,5,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK023040,RIDE057456,2,3,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023041,RIDE067654,4,4,Long Wait Time,Traffic was handled well
FDBK023042,RIDE048120,4,5,Captain Rude or Unfriendly,Traffic was handled well
FDBK023043,RIDE067207,5,,No Helmet Provided,Ride experience could be better
FDBK023044,RIDE014811,1,5,Navigation Confusion,Bike was not clean
FDBK023045,RIDE046505,2,1,Unsafe Driving / Speeding,Bike was not clean
FDBK023046,RIDE068695,3,3,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK023047,RIDE048733,4,2,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK023048,RIDE076354,5,4,Fare Overcharged,Bike was not clean
FDBK023049,RIDE068462,1,3,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK023050,RIDE056615,4,2,Long Wait Time,
FDBK023051,RIDE014924,4,5,Navigation Confusion,Traffic was handled well
FDBK023052,RIDE050489,5,1,Unsafe Driving / Speeding,Traffic was handled well
FDBK023053,,3,2,Captain Rude or Unfriendly,Traffic was handled well
FDBK023054,,1,3,Bike in Poor Condition,Fare charged was higher than expected
FDBK023055,RIDE035294,5,1,No Issues,Ride was smooth and quick
FDBK023056,RIDE056783,,5,Bike in Poor Condition,Traffic was handled well
FDBK023057,RIDE043005,4,2,,"Helmet not provided, unsafe"
FDBK023058,,1,4,No Issues,"Helmet not provided, unsafe"
FDBK023059,RIDE072803,5,1,Unsafe Driving / Speeding,Captain arrived late
FDBK023060,RIDE052046,2,,Bike in Poor Condition,Bike was not clean
FDBK023061,RIDE056418,4,,Captain Arrived Late,
FDBK023062,RIDE023427,1,3,Captain Arrived Late,Ride was smooth and quick
FDBK023063,RIDE033366,2,3,No Issues,Captain was polite and helpful
FDBK023064,RIDE025293,3,4,Captain Arrived Late,Traffic was handled well
FDBK023065,RIDE033715,2,4,No Issues,Bike was not clean
FDBK023066,RIDE059540,3,4,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK023067,RIDE052691,4,5,No Helmet Provided,
FDBK023068,RIDE079454,5,4,No Issues,Fare charged was higher than expected
FDBK023069,,4,3,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK023070,RIDE062185,2,4,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK023071,RIDE025341,4,5,Route Issues / Longer Route Taken,Bike was not clean
FDBK023072,RIDE006488,3,2,Long Wait Time,"Good service, will ride again"
FDBK023073,RIDE040184,5,4,Navigation Confusion,Ride was smooth and quick
FDBK023074,RIDE018804,3,1,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK023075,RIDE043378,5,1,Bike in Poor Condition,Ride experience could be better
FDBK023076,RIDE052615,2,4,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK023077,RIDE041821,4,4,Captain Rude or Unfriendly,Ride experience could be better
FDBK023078,RIDE014746,5,4,No Issues,Bike was not clean
FDBK023079,RIDE010558,1,3,Captain Arrived Late,Ride experience could be better
FDBK023080,RIDE076989,2,2,,Ride experience could be better
FDBK023081,RIDE007607,1,2,Captain Rude or Unfriendly,Captain arrived late
FDBK023082,RIDE034203,2,3,No Helmet Provided,
FDBK023083,RIDE075601,2,5,No Helmet Provided,Not satisfied with behaviour
FDBK023084,RIDE071265,4,4,Navigation Confusion,Fare charged was higher than expected
FDBK023085,RIDE010283,2,2,Navigation Confusion,Fare charged was higher than expected
FDBK023086,RIDE061677,1,4,Long Wait Time,Ride was smooth and quick
FDBK023087,RIDE043438,4,2,Long Wait Time,Traffic was handled well
FDBK023088,,5,4,,"Helmet not provided, unsafe"
FDBK023089,RIDE065977,3,1,Captain Arrived Late,"Good service, will ride again"
FDBK023090,RIDE045234,,5,No Issues,"Good service, will ride again"
FDBK023091,,3,5,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK023092,RIDE016795,3,2,,Bike was not clean
FDBK023093,,5,1,Navigation Confusion,Traffic was handled well
FDBK023094,RIDE044974,4,1,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK023095,RIDE073660,4,2,Bike in Poor Condition,"Good service, will ride again"
FDBK023096,RIDE053087,5,3,Long Wait Time,"Helmet not provided, unsafe"
FDBK023097,RIDE060367,3,2,Long Wait Time,Ride was smooth and quick
FDBK023098,RIDE069203,1,1,Captain Arrived Late,"Good service, will ride again"
FDBK023099,,3,1,Navigation Confusion,
FDBK023100,RIDE014204,3,1,Bike in Poor Condition,Traffic was handled well
FDBK023101,RIDE007949,4,4,No Issues,Not satisfied with behaviour
FDBK023102,RIDE073679,4,5,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK023103,RIDE016764,1,5,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK023104,RIDE060313,3,1,No Issues,Not satisfied with behaviour
FDBK023105,,2,,Unsafe Driving / Speeding,Ride experience could be better
FDBK023106,RIDE036207,2,2,Captain Arrived Late,Fare charged was higher than expected
FDBK023107,,5,2,Route Issues / Longer Route Taken,Captain arrived late
FDBK023108,RIDE007889,3,4,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK023109,RIDE063412,1,1,Captain Rude or Unfriendly,Traffic was handled well
FDBK023110,RIDE008525,2,4,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK023111,RIDE000465,5,3,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK023112,RIDE077572,2,5,Long Wait Time,Ride was smooth and quick
FDBK023113,RIDE012656,2,1,No Helmet Provided,Not satisfied with behaviour
FDBK023114,RIDE066278,1,1,No Helmet Provided,"Helmet not provided, unsafe"
FDBK023115,,5,4,No Helmet Provided,Ride experience could be better
FDBK023116,RIDE067690,2,1,No Issues,
FDBK023117,RIDE004284,,4,,Captain was polite and helpful
FDBK023118,RIDE016860,4,2,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK023119,RIDE004424,2,3,Bike in Poor Condition,Ride experience could be better
FDBK023120,RIDE048959,2,3,Fare Overcharged,Ride experience could be better
FDBK023121,RIDE034811,3,4,,Bike was not clean
FDBK023122,RIDE076732,5,2,Navigation Confusion,
FDBK023123,RIDE051001,5,3,,Fare charged was higher than expected
FDBK023124,,3,5,Fare Overcharged,Captain arrived late
FDBK023125,RIDE059411,3,1,No Helmet Provided,Fare charged was higher than expected
FDBK023126,RIDE079108,1,3,Unsafe Driving / Speeding,Captain arrived late
FDBK023127,RIDE074232,1,2,,Ride was smooth and quick
FDBK023128,RIDE000214,3,4,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023129,RIDE004957,2,2,Bike in Poor Condition,Ride experience could be better
FDBK023130,RIDE024194,4,1,,Fare charged was higher than expected
FDBK023131,RIDE039232,5,1,No Issues,Ride was smooth and quick
FDBK023132,RIDE033695,1,1,Navigation Confusion,Not satisfied with behaviour
FDBK023133,RIDE037998,1,1,Navigation Confusion,Ride was smooth and quick
FDBK023134,RIDE005387,5,1,Unsafe Driving / Speeding,Bike was not clean
FDBK023135,RIDE011570,5,3,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK023136,RIDE033980,,4,Bike in Poor Condition,Captain arrived late
FDBK023137,RIDE057201,3,2,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK023138,RIDE030467,1,5,Navigation Confusion,Ride was smooth and quick
FDBK023139,RIDE078989,5,5,Bike in Poor Condition,
FDBK023140,RIDE063144,1,2,,Ride was smooth and quick
FDBK023141,RIDE053069,5,1,Captain Arrived Late,Ride experience could be better
FDBK023142,RIDE073532,3,3,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK023143,RIDE046951,5,3,,Ride was smooth and quick
FDBK023144,RIDE014079,2,5,,Captain arrived late
FDBK023145,RIDE055867,5,3,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK023146,RIDE010885,5,1,No Issues,Ride experience could be better
FDBK023147,,2,3,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK023148,RIDE002960,,1,No Issues,Bike was not clean
FDBK023149,RIDE062459,3,4,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK023150,RIDE000801,3,4,Captain Arrived Late,
FDBK023151,RIDE011519,3,5,Bike in Poor Condition,Not satisfied with behaviour
FDBK023152,RIDE077400,4,5,,Fare charged was higher than expected
FDBK023153,RIDE053412,2,3,Long Wait Time,Captain arrived late
FDBK023154,RIDE063049,1,2,Bike in Poor Condition,Captain was polite and helpful
FDBK023155,RIDE062720,2,1,Bike in Poor Condition,Fare charged was higher than expected
FDBK023156,RIDE014001,4,1,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK023157,RIDE006241,4,2,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK023158,RIDE035342,1,1,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK023159,RIDE044987,5,3,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK023160,RIDE030626,,4,Fare Overcharged,"Helmet not provided, unsafe"
FDBK023161,RIDE059461,5,5,,Not satisfied with behaviour
FDBK023162,RIDE012102,2,5,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK023163,RIDE059902,5,2,Route Issues / Longer Route Taken,
FDBK023164,RIDE006873,1,4,No Helmet Provided,"Helmet not provided, unsafe"
FDBK023165,RIDE010089,1,2,Navigation Confusion,"Helmet not provided, unsafe"
FDBK023166,RIDE019604,3,5,No Issues,"Helmet not provided, unsafe"
FDBK023167,RIDE062047,5,1,No Helmet Provided,Ride experience could be better
FDBK023168,RIDE021980,4,1,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK023169,RIDE059674,2,2,Long Wait Time,Captain was polite and helpful
FDBK023170,RIDE074396,5,5,Captain Arrived Late,
FDBK023171,,1,4,Captain Arrived Late,Captain was polite and helpful
FDBK023172,RIDE001435,5,2,,Captain was polite and helpful
FDBK023173,RIDE054624,5,1,No Issues,Traffic was handled well
FDBK023174,,1,1,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK023175,RIDE014877,3,3,Captain Arrived Late,
FDBK023176,RIDE050004,4,1,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK023177,RIDE015067,3,1,,Traffic was handled well
FDBK023178,RIDE075037,3,2,Captain Arrived Late,Captain arrived late
FDBK023179,RIDE074321,1,3,,Traffic was handled well
FDBK023180,RIDE008132,1,5,Unsafe Driving / Speeding,Captain arrived late
FDBK023181,RIDE012934,3,1,Bike in Poor Condition,Captain arrived late
FDBK023182,RIDE046050,3,2,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK023183,,5,2,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK023184,RIDE004712,1,2,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK023185,RIDE040727,4,4,Navigation Confusion,"Helmet not provided, unsafe"
FDBK023186,RIDE057632,5,5,Navigation Confusion,Captain was polite and helpful
FDBK023187,RIDE045819,4,3,No Issues,Ride experience could be better
FDBK023188,RIDE031205,2,2,Long Wait Time,Not satisfied with behaviour
FDBK023189,RIDE066582,5,5,Navigation Confusion,Not satisfied with behaviour
FDBK023190,RIDE012680,1,2,Captain Arrived Late,"Good service, will ride again"
FDBK023191,RIDE035822,2,2,No Issues,Bike was not clean
FDBK023192,RIDE055997,,3,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK023193,RIDE060287,5,3,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK023194,RIDE046297,5,1,Bike in Poor Condition,Ride was smooth and quick
FDBK023195,RIDE031611,,1,Route Issues / Longer Route Taken,
FDBK023196,RIDE021123,2,3,No Issues,Ride experience could be better
FDBK023197,RIDE000162,3,1,No Helmet Provided,"Good service, will ride again"
FDBK023198,RIDE012249,1,4,Bike in Poor Condition,Ride was smooth and quick
FDBK023199,RIDE053028,5,3,No Issues,Traffic was handled well
FDBK023200,RIDE032010,5,2,Navigation Confusion,Not satisfied with behaviour
FDBK023201,RIDE018931,2,3,Navigation Confusion,Ride experience could be better
FDBK023202,RIDE074194,5,3,Captain Arrived Late,Captain arrived late
FDBK023203,RIDE032457,4,5,Bike in Poor Condition,Traffic was handled well
FDBK023204,RIDE075732,5,3,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK023205,RIDE075253,4,1,,Bike was not clean
FDBK023206,,2,4,Unsafe Driving / Speeding,Traffic was handled well
FDBK023207,RIDE058344,1,1,,Captain was polite and helpful
FDBK023208,RIDE060128,5,4,Fare Overcharged,Not satisfied with behaviour
FDBK023209,RIDE007978,4,5,,Ride was smooth and quick
FDBK023210,RIDE036278,5,4,Captain Rude or Unfriendly,Bike was not clean
FDBK023211,RIDE055064,5,5,Captain Arrived Late,Ride was smooth and quick
FDBK023212,RIDE023889,2,5,No Helmet Provided,Bike was not clean
FDBK023213,RIDE013102,4,3,Long Wait Time,Bike was not clean
FDBK023214,RIDE036811,2,2,Route Issues / Longer Route Taken,Ride experience could be better
FDBK023215,RIDE015139,2,1,Fare Overcharged,Fare charged was higher than expected
FDBK023216,RIDE059996,4,2,Bike in Poor Condition,"Good service, will ride again"
FDBK023217,RIDE007080,2,1,Bike in Poor Condition,
FDBK023218,RIDE072739,1,3,No Helmet Provided,
FDBK023219,RIDE003841,3,5,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK023220,RIDE044960,4,3,No Issues,Fare charged was higher than expected
FDBK023221,RIDE028011,4,1,Long Wait Time,Ride experience could be better
FDBK023222,RIDE046923,5,3,No Issues,Captain arrived late
FDBK023223,RIDE032850,,2,No Helmet Provided,Fare charged was higher than expected
FDBK023224,RIDE028847,3,5,,Ride experience could be better
FDBK023225,RIDE038092,3,5,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK023226,RIDE073816,2,3,No Issues,Ride experience could be better
FDBK023227,RIDE022026,3,4,Bike in Poor Condition,Ride experience could be better
FDBK023228,RIDE024718,3,3,Fare Overcharged,Not satisfied with behaviour
FDBK023229,RIDE025798,4,2,No Issues,Fare charged was higher than expected
FDBK023230,RIDE040882,,1,No Issues,Not satisfied with behaviour
FDBK023231,RIDE066269,,2,Captain Arrived Late,
FDBK023232,RIDE059044,2,4,,Captain was polite and helpful
FDBK023233,RIDE065786,4,3,Long Wait Time,Captain arrived late
FDBK023234,RIDE053872,5,4,No Helmet Provided,Captain was polite and helpful
FDBK023235,RIDE061876,4,3,No Helmet Provided,Fare charged was higher than expected
FDBK023236,RIDE029729,3,5,No Helmet Provided,"Helmet not provided, unsafe"
FDBK023237,RIDE029588,2,4,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK023238,RIDE055997,1,3,Route Issues / Longer Route Taken,Captain arrived late
FDBK023239,RIDE009824,4,2,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK023240,,1,4,,
FDBK023241,RIDE016252,1,5,Bike in Poor Condition,Bike was not clean
FDBK023242,RIDE079339,2,2,Bike in Poor Condition,Ride was smooth and quick
FDBK023243,RIDE020900,2,5,,Fare charged was higher than expected
FDBK023244,,3,4,No Helmet Provided,
FDBK023245,RIDE010168,3,2,Unsafe Driving / Speeding,Captain arrived late
FDBK023246,RIDE052297,,1,Navigation Confusion,Not satisfied with behaviour
FDBK023247,RIDE070913,4,5,Navigation Confusion,"Good service, will ride again"
FDBK023248,RIDE011378,3,4,Captain Arrived Late,Traffic was handled well
FDBK023249,RIDE043929,5,3,Long Wait Time,"Good service, will ride again"
FDBK023250,RIDE024243,5,1,Navigation Confusion,
FDBK023251,RIDE060128,2,4,Captain Arrived Late,Bike was not clean
FDBK023252,RIDE018271,4,5,,Fare charged was higher than expected
FDBK023253,RIDE062183,2,5,Bike in Poor Condition,Traffic was handled well
FDBK023254,,4,1,Unsafe Driving / Speeding,Traffic was handled well
FDBK023255,RIDE068297,1,1,Unsafe Driving / Speeding,Ride experience could be better
FDBK023256,RIDE067315,5,4,Fare Overcharged,Captain was polite and helpful
FDBK023257,RIDE029685,3,4,No Issues,Traffic was handled well
FDBK023258,RIDE024193,1,1,Route Issues / Longer Route Taken,Bike was not clean
