ride_id,user_id,captain_id,ride_date,pickup_loc,drop_loc,distance_km,duration_min,ride_status
RIDE052160,user12915,CP01213,2025-08-14,"Koramangala, Bangalore","Indiranagar, Bangalore",3.8,29,cancelled
RIDE052161,user07222,CP00603,2025-08-06,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",15.01,120,completed
RIDE052162,user03252,CP01877,8/13/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",2.99,28,completed
RIDE052163,user09309,CP01810,08/08/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",4.16,25,completed
RIDE052164,user03183,CP02178,7/30/2025,"Banjara Hills, Hyderabad","Charminar, Hyderabad",12.58,98,completed
RIDE052165,user08048,CP01783,8/10/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",9.33,56,completed
RIDE052166,user02311,CP01894,8/29/2025,"MG Road, Bangalore","Jayanagar, Bangalore",4.77,43,completed
RIDE052167,user06931,CP00407,7/27/2025,"Koramangala, Bangalore","Whitefield, Bangalore",9.21,74,completed
RIDE052168,user08439,CP02124,8/6/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",12.05,106,cancelled
RIDE052169,user01318,CP00783,06/16/2025,"MG Road, Bangalore","Indiranagar, Bangalore",2.22,21,completed
RIDE052170,user07992,CP01280,2025-08-28,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",15.59,120,completed
,user06126,CP01967,07/19/2025,"Jayanagar, Bangalore","Koramangala, Bangalore",9.58,68,completed
RIDE052172,user03934,CP01302,,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",17.6,95,cancelled
,user14714,CP00634,,"Whitefield, Bangalore","MG Road, Bangalore",3.08,34,cancelled
RIDE052174,user00484,CP00753,8/9/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",17.63,118,completed
RIDE052175,user09871,CP01480,08/01/2025,"Koramangala, Bangalore","Whitefield, Bangalore",2.91,18,completed
RIDE052176,user10784,CP01594,8/16/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",8.66,58,completed
RIDE052177,user04868,CP00795,2025-07-31,"Koramangala, Bangalore","Indiranagar, Bangalore",4.06,29,completed
RIDE052178,user03484,CP00734,2025-08-05,"Jayanagar, Bangalore","Whitefield, Bangalore",7.42,46,cancelled
RIDE052179,user00394,CP00042,2025-06-16,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",9.68,64,completed
RIDE052180,user08418,CP02476,7/13/2025,"Whitefield, Bangalore","MG Road, Bangalore",3.91,33,cancelled
RIDE052181,user13289,CP02206,2025-07-18,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",13.15,118,completed
RIDE052182,user09152,CP01551,08/02/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",12.45,120,completed
RIDE052183,user08193,CP02304,2025-08-04,"Charminar, Hyderabad","Gachibowli, Hyderabad",17.83,120,completed
RIDE052184,user00906,CP01387,8/11/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",17.72,117,completed
RIDE052185,user10382,CP02246,7/10/2025,"Koramangala, Bangalore","Whitefield, Bangalore",8.39,73,completed
RIDE052186,user06562,CP00092,8/26/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",5.52,49,completed
RIDE052187,user04435,CP02230,8-30-2025,"Koramangala, Bangalore","Indiranagar, Bangalore",2.73,14,completed
RIDE052188,user13118,CP00163,8/30/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",12.79,94,completed
RIDE052189,user01116,CP02106,8/26/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",15.99,110,completed
RIDE052190,user12481,CP01921,2025-07-25,"Indiranagar, Bangalore","MG Road, Bangalore",12.85,120,completed
RIDE052191,user11883,CP01237,8/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.95,120,completed
RIDE052192,user07715,CP02370,,"Whitefield, Bangalore","Koramangala, Bangalore",14.58,120,completed
,user00927,CP02361,2025-08-30,"Gachibowli, Hyderabad","Charminar, Hyderabad",15.05,97,completed
RIDE052194,user10855,CP01651,6/6/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",7.69,79,completed
RIDE052195,user05253,CP00136,2025-07-15,"Koramangala, Bangalore","Indiranagar, Bangalore",15.84,120,completed
RIDE052196,user12985,CP02019,2025-08-31,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",17.2,120,completed
RIDE052197,user00895,CP02099,8/22/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",5.43,50,completed
RIDE052198,user01267,CP02301,2025-08-27,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",15.57,81,completed
RIDE052199,user10716,CP01579,07/08/2025,"Koramangala, Bangalore","MG Road, Bangalore",2.71,28,completed
RIDE052200,user02478,CP00780,2025-08-14,"Banjara Hills, Hyderabad","Charminar, Hyderabad",16.46,76,cancelled
RIDE052201,user07262,CP01190,6/25/2025,"Koramangala, Bangalore","Whitefield, Bangalore",3.09,23,completed
RIDE052202,user02238,CP00810,7/7/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",16.91,111,completed
RIDE052203,user06141,CP01721,6/15/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",13.53,94,completed
RIDE052204,user07172,CP00100,7/24/2025,"Indiranagar, Bangalore","MG Road, Bangalore",9.56,73,completed
RIDE052205,user06086,CP01128,08/17/2025,"Indiranagar, Bangalore","MG Road, Bangalore",16.78,72,completed
RIDE052206,user06529,CP01727,6/15/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",10.58,83,completed
RIDE052207,user02516,CP01530,8/22/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",14.89,96,completed
RIDE052208,user09906,CP01091,8/30/2025,"Whitefield, Bangalore","MG Road, Bangalore",14.75,120,completed
RIDE052209,user14513,CP01509,2025-07-14,"Koramangala, Bangalore","Jayanagar, Bangalore",9.32,83,completed
RIDE052210,user05675,CP00117,6/16/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",9.54,103,completed
RIDE052211,user12065,CP01000,8/29/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",17.17,120,cancelled
RIDE052212,user13043,CP01114,,"Koramangala, Bangalore","Whitefield, Bangalore",17.38,98,completed
RIDE052213,user07248,CP02472,2025-08-24,"Koramangala, Bangalore","Whitefield, Bangalore",11.99,72,cancelled
RIDE052214,user04321,CP00982,2025-08-31,"Koramangala, Bangalore","Whitefield, Bangalore",12.22,120,completed
RIDE052215,user10294,CP01361,2025-07-05,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",11.78,101,completed
RIDE052216,user08813,CP02196,2025-08-22,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",14.74,120,completed
RIDE052217,user00080,CP02190,8/22/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",6.36,48,completed
RIDE052218,user05892,CP02117,2025-08-05,"Koramangala, Bangalore","MG Road, Bangalore",10.46,104,completed
RIDE052219,user04900,CP00995,,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",15.36,95,completed
RIDE052220,user03202,CP02337,8/23/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",5.19,49,cancelled
RIDE052221,user11711,CP00478,,"Koramangala, Bangalore","Jayanagar, Bangalore",9.26,85,completed
RIDE052222,user14834,CP00174,8/7/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",16.07,110,completed
RIDE052223,user06071,CP00137,,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",9.23,97,completed
RIDE052224,user03725,CP00719,8/26/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",4.02,24,completed
,user00757,CP02309,2025-07-20,"MG Road, Bangalore","Indiranagar, Bangalore",5.92,40,completed
RIDE052226,user07389,CP01297,2025-08-11,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",15.9,116,completed
RIDE052227,user13706,CP00599,8/25/2025,"Koramangala, Bangalore","MG Road, Bangalore",7.55,53,completed
RIDE052228,user05775,CP00709,2025-07-12,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",14.07,81,completed
RIDE052229,user14922,CP01759,8/20/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",17.55,120,completed
RIDE052230,user14740,CP01825,2025-07-06,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",15.32,80,completed
RIDE052231,user01094,CP00360,8/23/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",5.45,47,completed
RIDE052232,user11027,CP00527,2025-08-02,"Banjara Hills, Hyderabad","Charminar, Hyderabad",2.71,14,completed
RIDE052233,user08587,CP01180,8/6/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",6.83,61,completed
,user02509,CP00461,8/28/2025,"Charminar, Hyderabad","Jubilee Hills, Hyderabad",13.97,112,cancelled
RIDE052235,user07038,CP02023,8/27/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",16.55,120,completed
RIDE052236,user11496,CP02180,7/4/2025,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",12.57,74,completed
RIDE052237,user09201,CP01512,8/15/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",9.47,65,completed
RIDE052238,user01125,CP01625,8/21/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",15.83,120,completed
RIDE052239,user09841,CP01735,8/28/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",17.1,104,completed
RIDE052240,user10226,CP00945,2025-08-02,"Koramangala, Bangalore","Whitefield, Bangalore",9.99,97,completed
RIDE052241,user05994,CP00130,8/30/2025,"Koramangala, Bangalore","MG Road, Bangalore",6.54,48,completed
RIDE052242,user07727,CP02276,2025-08-19,"Indiranagar, Bangalore","MG Road, Bangalore",5.6,45,completed
RIDE052243,user05395,CP02450,8/18/2025,"Jubilee Hills, Hyderabad","Charminar, Hyderabad",17.8,117,completed
RIDE052244,user04900,CP01070,2025-08-23,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",14.83,120,completed
RIDE052245,user07973,CP02408,2025-08-29,"Koramangala, Bangalore","Jayanagar, Bangalore",7.21,85,completed
RIDE052246,user06355,CP02027,08/30/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",3.77,35,completed
RIDE052247,user14930,CP01253,07/19/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",13.26,77,completed
RIDE052248,user12308,CP02252,8/13/2025,"Koramangala, Bangalore","MG Road, Bangalore",2.96,16,completed
RIDE052249,user05366,CP01197,8/4/2025,"Whitefield, Bangalore","MG Road, Bangalore",10.98,66,completed
RIDE052250,user03143,CP00769,7/18/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",8.36,79,completed
RIDE052251,user01378,CP00763,,"Koramangala, Bangalore","Indiranagar, Bangalore",14.56,120,completed
RIDE052252,user00118,CP01452,2025-07-10,"Koramangala, Bangalore","Indiranagar, Bangalore",5.82,32,completed
RIDE052253,user04383,CP01229,8/19/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",15.92,120,completed
RIDE052254,user13365,CP02065,2025-08-25,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",9.18,45,completed
RIDE052255,user11721,CP02386,8/23/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",3.44,22,completed
RIDE052256,user06444,CP01018,6/15/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",3.5,22,completed
RIDE052257,user07926,CP01032,8/19/2025,"MG Road, Bangalore","Whitefield, Bangalore",17.05,103,completed
RIDE052258,user05816,CP02313,8/22/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",10.51,81,completed
RIDE052259,user03342,CP01271,9/1/2025,"Jayanagar, Bangalore","MG Road, Bangalore",14.4,120,completed
RIDE052260,user07750,CP00597,5/16/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",8.71,39,completed
RIDE052261,user00607,CP00221,7/21/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",5.19,28,completed
RIDE052262,user00619,CP02146,2025-07-08,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",10.66,82,completed
RIDE052263,user07915,CP01561,07/27/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.85,79,completed
RIDE052264,user13045,CP01034,8/8/2025,"Koramangala, Bangalore","Whitefield, Bangalore",17.56,104,cancelled
RIDE052265,user12102,CP01512,7/25/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",16.85,120,completed
RIDE052266,user14087,CP02386,7-12-2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",4.92,30,completed
RIDE052267,user02671,CP01838,9/1/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",16.85,96,completed
RIDE052268,user02608,CP01982,7/9/2025,"Charminar, Hyderabad","Banjara Hills, Hyderabad",14.94,97,completed
RIDE052269,user11495,CP01948,2025-06-22,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",9.63,49,completed
RIDE052270,user08410,CP01594,6/10/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",14.25,82,completed
RIDE052271,user14795,CP02357,2025-08-27,"Jubilee Hills, Hyderabad","Secunderabad, Hyderabad",16.88,98,completed
RIDE052272,user05993,CP02188,2025-08-21,"Jayanagar, Bangalore","Indiranagar, Bangalore",2.12,20,completed
RIDE052273,user08315,CP02019,8/11/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",13.54,105,completed
RIDE052274,user00905,CP00868,08/08/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",8.4,75,completed
RIDE052275,user07330,CP00504,7/12/2025,"MG Road, Bangalore","Jayanagar, Bangalore",15.54,96,completed
RIDE052276,user09819,CP00418,6/19/2025,"Koramangala, Bangalore","MG Road, Bangalore",8.4,96,cancelled
,user04252,CP01525,2025-08-22,"Indiranagar, Bangalore","Koramangala, Bangalore",16.66,120,cancelled
RIDE052278,user00844,CP01659,2025-08-16,"Indiranagar, Bangalore","Jayanagar, Bangalore",16.39,120,completed
RIDE052279,user08644,CP01617,8/20/2025,"Jayanagar, Bangalore","Whitefield, Bangalore",4.94,36,completed
RIDE052280,user04055,CP00489,07/29/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",10.49,100,completed
RIDE052281,user14683,CP00708,8/26/2025,"Whitefield, Bangalore","MG Road, Bangalore",8.8,93,cancelled
RIDE052282,user08883,CP01152,7/14/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",9.45,52,completed
RIDE052283,user00479,CP02349,7/4/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",16.32,94,completed
RIDE052284,user10762,CP00229,7/25/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",14.9,120,completed
RIDE052285,user06530,CP01426,8/18/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",3.39,21,cancelled
RIDE052286,user10963,CP00841,8/21/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",3.93,29,completed
RIDE052287,user12743,CP00007,2025-07-25,"Banjara Hills, Hyderabad","Charminar, Hyderabad",11.81,86,cancelled
,user11593,CP01210,08/30/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",16.82,113,completed
RIDE052289,user04998,CP02365,8/20/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",11.9,97,completed
RIDE052290,user10247,CP01987,2025-05-15,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",9.17,87,completed
RIDE052291,user11597,CP01291,2025-08-14,"Koramangala, Bangalore","Indiranagar, Bangalore",4.75,27,completed
RIDE052292,user03596,CP00776,08/19/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",2.4,18,cancelled
RIDE052293,user04924,CP01634,6/14/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",17.18,101,completed
RIDE052294,user04322,CP01599,08/17/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",10.27,61,cancelled
RIDE052295,user14586,CP00181,2025-08-07,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",3.04,21,completed
RIDE052296,user03195,CP01790,2025-08-03,"Whitefield, Bangalore","MG Road, Bangalore",5.99,62,completed
RIDE052297,user04337,CP00349,2025-07-18,"MG Road, Bangalore","Whitefield, Bangalore",5.33,35,completed
RIDE052298,user08511,CP00306,2025-08-20,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",14.2,120,completed
RIDE052299,user13819,CP01880,2025-08-30,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",3.97,22,completed
RIDE052300,user09787,CP00570,2025-06-04,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",17.41,120,completed
RIDE052301,user10796,CP00303,2025-07-01,"Indiranagar, Bangalore","Whitefield, Bangalore",11.97,115,completed
RIDE052302,user12785,CP00463,2025-08-03,"Koramangala, Bangalore","Indiranagar, Bangalore",14.86,74,completed
RIDE052303,user12636,CP01679,8/14/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",13.2,75,completed
RIDE052304,user09970,CP01778,8/31/2025,"Whitefield, Bangalore","MG Road, Bangalore",17.19,78,completed
RIDE052305,user05666,CP00744,5/11/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",6.11,37,completed
RIDE052306,user08976,CP00511,06/03/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",7.33,70,completed
RIDE052307,user13535,CP01028,08/24/2025,"Charminar, Hyderabad","Banjara Hills, Hyderabad",8.07,37,completed
RIDE052308,user09614,CP01547,5/28/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",7.9,50,cancelled
RIDE052309,user05874,CP01191,2025-08-09,"Secunderabad, Hyderabad","Jubilee Hills, Hyderabad",15.59,86,completed
RIDE052310,user13764,CP00389,8/6/2025,"Charminar, Hyderabad","Secunderabad, Hyderabad",5.72,29,completed
RIDE052311,user08567,CP01419,8/28/2025,"MG Road, Bangalore","Whitefield, Bangalore",15.08,120,completed
RIDE052312,user06494,CP02397,2025-06-24,"Gachibowli, Hyderabad","Charminar, Hyderabad",2.49,15,completed
RIDE052313,user03274,CP00501,2025-07-22,"Koramangala, Bangalore","Whitefield, Bangalore",11.05,97,completed
RIDE052314,user08616,CP02412,7/15/2025,"Charminar, Hyderabad","Gachibowli, Hyderabad",6.1,47,cancelled
RIDE052315,user13324,CP01388,8/16/2025,"Charminar, Hyderabad","Secunderabad, Hyderabad",4.28,38,completed
RIDE052316,user08711,CP00995,2025-08-20,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",14.72,110,completed
RIDE052317,user06935,CP00399,8/14/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",4.07,22,completed
RIDE052318,user04352,CP02389,2025-08-27,"Koramangala, Bangalore","MG Road, Bangalore",12.94,65,completed
RIDE052319,user01146,CP02444,2025-08-02,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",9.9,76,completed
RIDE052320,user08228,CP01118,2025-07-05,"Koramangala, Bangalore","Indiranagar, Bangalore",17.82,94,completed
RIDE052321,user04403,CP01621,05/28/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",9.62,78,completed
RIDE052322,user09368,CP00615,2025-08-11,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",17.21,89,cancelled
RIDE052323,user10034,CP00574,8/2/2025,"Koramangala, Bangalore","Whitefield, Bangalore",3.99,35,completed
RIDE052324,user06083,CP01225,09/01/2025,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",6.05,38,cancelled
RIDE052325,user01542,CP02041,2025-05-22,"Koramangala, Bangalore","Indiranagar, Bangalore",5.87,44,completed
RIDE052326,user04490,CP01383,5/4/2025,"Banjara Hills, Hyderabad","Charminar, Hyderabad",13.13,98,cancelled
RIDE052327,user11182,CP01953,2025-06-19,"Koramangala, Bangalore","MG Road, Bangalore",4.02,25,completed
RIDE052328,user12102,CP00224,7/29/2025,"Gachibowli, Hyderabad","Banjara Hills, Hyderabad",10.23,98,completed
RIDE052329,user07659,CP00436,6/17/2025,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",5.8,31,completed
RIDE052330,user14532,CP01242,07/27/2025,"Indiranagar, Bangalore","Jayanagar, Bangalore",7.56,41,completed
RIDE052331,user14504,CP01536,8/27/2025,"Koramangala, Bangalore","MG Road, Bangalore",5.24,42,completed
RIDE052332,user12850,CP01010,2025-08-19,"Whitefield, Bangalore","MG Road, Bangalore",7.46,49,completed
RIDE052333,user13995,CP02389,6/8/2025,"Whitefield, Bangalore","Indiranagar, Bangalore",15.3,117,completed
RIDE052334,user04188,CP01330,2025-08-15,"Koramangala, Bangalore","Whitefield, Bangalore",11.16,58,completed
,user12889,CP01392,2025-08-23,"MG Road, Bangalore","Indiranagar, Bangalore",11.85,104,completed
RIDE052336,user05305,CP00539,7/9/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",14.99,97,completed
RIDE052337,user08847,CP02137,8/17/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",14.96,120,completed
RIDE052338,user05197,CP02061,6/25/2025,"Gachibowli, Hyderabad","Secunderabad, Hyderabad",3.62,16,completed
RIDE052339,user11697,CP00204,2025-07-29,"Indiranagar, Bangalore","Koramangala, Bangalore",14.17,101,completed
RIDE052340,user12231,CP00282,8/20/2025,"Whitefield, Bangalore","Koramangala, Bangalore",11.68,109,completed
RIDE052341,user07386,CP02008,7/8/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",16.47,106,completed
RIDE052342,user11956,CP00013,8/5/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",17.88,120,completed
RIDE052343,user01193,CP01725,7/24/2025,"Jayanagar, Bangalore","MG Road, Bangalore",9.27,87,cancelled
RIDE052344,user11558,CP02120,2025-08-29,"Koramangala, Bangalore","Whitefield, Bangalore",5.31,44,completed
RIDE052345,user07965,CP00947,6/28/2025,"MG Road, Bangalore","Koramangala, Bangalore",3.33,29,cancelled
RIDE052346,user12538,CP02434,2025-07-14,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.87,81,completed
RIDE052347,user02510,CP00489,08/28/2025,"Whitefield, Bangalore","Koramangala, Bangalore",9.8,72,completed
RIDE052348,user13767,CP02242,8/20/2025,"Indiranagar, Bangalore","MG Road, Bangalore",17.14,120,completed
RIDE052349,user03000,CP02333,8/26/2025,"MG Road, Bangalore","Koramangala, Bangalore",11.91,102,completed
RIDE052350,user01453,CP02014,08/13/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",13.32,84,completed
RIDE052351,user05489,CP01678,8/27/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",12.71,79,completed
RIDE052352,user00448,CP00306,7/18/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",9.7,82,completed
,user09672,CP01359,7/2/2025,"MG Road, Bangalore","Koramangala, Bangalore",11.92,67,cancelled
RIDE052354,user13479,CP00236,8/9/2025,"Jubilee Hills, Hyderabad","Banjara Hills, Hyderabad",4.43,22,completed
RIDE052355,user05462,CP02103,8/30/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",4.63,29,completed
,user13927,CP01386,7/4/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",14.19,97,completed
,user09853,CP02363,2025-07-30,"Whitefield, Bangalore","Indiranagar, Bangalore",10.94,98,completed
RIDE052358,user09787,CP01845,08/02/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",10.13,50,completed
RIDE052359,user07172,CP00592,7/19/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",9.22,94,completed
RIDE052360,user09059,CP02469,2025-08-20,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",3.93,24,completed
RIDE052361,user12361,CP01607,2025-08-31,"Whitefield, Bangalore","Indiranagar, Bangalore",2.4,12,completed
RIDE052362,user00556,CP00323,7/4/2025,"Koramangala, Bangalore","Whitefield, Bangalore",6.43,44,completed
RIDE052363,user07481,CP01442,8/30/2025,"Banjara Hills, Hyderabad","Charminar, Hyderabad",14.33,120,completed
RIDE052364,user09534,CP02139,8/11/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",14.78,100,completed
RIDE052365,user07311,CP02464,2025-05-12,"Whitefield, Bangalore","Indiranagar, Bangalore",12.61,81,completed
RIDE052366,user12091,CP00137,2025-08-04,"Charminar, Hyderabad","Secunderabad, Hyderabad",8.93,60,completed
,user09685,CP02441,06/18/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",14.46,120,cancelled
RIDE052368,user00080,CP01671,07/20/2025,"Jubilee Hills, Hyderabad","Gachibowli, Hyderabad",11.58,49,cancelled
RIDE052369,user06691,CP00341,7/23/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",15.74,120,cancelled
RIDE052370,user09878,CP01564,7/19/2025,"Gachibowli, Hyderabad","Charminar, Hyderabad",13.51,88,completed
RIDE052371,user10038,CP00530,8/31/2025,"Indiranagar, Bangalore","Whitefield, Bangalore",7.61,65,completed
RIDE052372,user09196,CP01377,7/31/2025,"Koramangala, Bangalore","MG Road, Bangalore",10.51,75,completed
RIDE052373,user05042,CP00254,07/24/2025,"Koramangala, Bangalore","Indiranagar, Bangalore",3.35,21,completed
RIDE052374,user11301,CP00833,2025-07-05,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",7.62,58,completed
RIDE052375,user10056,CP00120,8/23/2025,"Whitefield, Bangalore","Jayanagar, Bangalore",6.5,50,completed
RIDE052376,user03674,CP01739,8/21/2025,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",2.75,13,completed
RIDE052377,user02751,CP01474,2025-07-22,"Jayanagar, Bangalore","Indiranagar, Bangalore",9.59,51,completed
RIDE052378,user00768,CP01495,2025-07-14,"MG Road, Bangalore","Koramangala, Bangalore",8.96,92,completed
RIDE052379,user03698,CP02250,7/7/2025,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",12.77,79,completed
,user14616,CP01707,5/25/2025,"Koramangala, Bangalore","Whitefield, Bangalore",13.16,120,completed
RIDE052381,user11993,CP00273,9/1/2025,"Indiranagar, Bangalore","Koramangala, Bangalore",16.96,120,cancelled
RIDE052382,user04901,CP00622,8-26-2025,"Koramangala, Bangalore","Whitefield, Bangalore",3.05,25,completed
RIDE052383,user03245,CP01710,2025-08-24,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",6.86,76,completed
RIDE052384,user08019,CP00160,5/19/2025,"Banjara Hills, Hyderabad","Jubilee Hills, Hyderabad",7.09,71,completed
RIDE052385,user13558,CP01060,07/11/2025,"Koramangala, Bangalore","Whitefield, Bangalore",4.73,44,completed
RIDE052386,user09678,CP00303,6/27/2025,"Jayanagar, Bangalore","Indiranagar, Bangalore",16.65,120,completed
,user14361,CP00933,2025-08-14,"Indiranagar, Bangalore","Jayanagar, Bangalore",7.98,42,completed
RIDE052388,user06770,CP00457,6/8/2025,"MG Road, Bangalore","Whitefield, Bangalore",12.99,86,cancelled
,user08695,CP02139,2025-08-27,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",6.86,47,completed
RIDE052390,user14183,CP01705,2025-06-28,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",15.78,120,completed
RIDE052391,user11636,CP00792,2025-08-14,"Koramangala, Bangalore","Whitefield, Bangalore",8.36,75,completed
RIDE052392,user06199,CP00890,2025-05-31,"Indiranagar, Bangalore","Koramangala, Bangalore",4.77,31,completed
RIDE052393,user12998,CP01283,2025-08-02,"Banjara Hills, Hyderabad","Secunderabad, Hyderabad",7.98,84,completed
RIDE052394,user00802,CP00669,05/29/2025,"Gachibowli, Hyderabad","Jubilee Hills, Hyderabad",13.11,55,completed
