payment_id,ride_id,payment_method,fare,discount_percent,discount_amount,final_amount,payment_status
PAY049939,RIDE052674,Wallet,188.33,0,0,188.33,Paid
PAY049940,RIDE052675,UPI,381.01,0,0,381.01,Paid
PAY049941,RIDE052676,UPI,292.49,0,0,292.49,Paid
PAY049942,RIDE052677,Card,265.25,12.09,32.07,233.18,Paid
PAY049943,RIDE052678,Card,403.94,0,0,403.94,Paid
PAY049944,RIDE052679,Card,358.93,0,0,358.93,Paid
PAY049945,RIDE052680,Cash,248.09,0,0,248.09,Paid
PAY049946,RIDE052681,Cash,135.04,13.29,17.95,117.09,Paid
PAY049947,RIDE052682,Card,302.85,0,0,302.85,Paid
PAY049948,RIDE052683,Cash,421.19,14.98,63.07,358.12,Paid
PAY049949,RIDE052684,Card,292.64,0,0,292.64,Pending
PAY049950,RIDE052685,Cash,61.53,0,0,61.53,Paid
PAY049951,RIDE052686,Card,521.81,24.49,127.82,393.99,Paid
PAY049952,RIDE052687,Wallet,456.16,0,0,456.16,Paid
PAY049953,RIDE052688,UPI,305.98,10.68,32.69,273.29,Paid
PAY049954,RIDE052689,UPI,156.27,0,0,156.27,Paid
PAY049955,RIDE052691,Cash,130.02,21.77,28.3,101.72,Paid
PAY049956,RIDE052692,Card,66.57,0,0,66.57,Pending
PAY049957,RIDE052693,Cash,304.94,23.16,70.63,234.31,Paid
PAY049958,RIDE052694,Wallet,176.02,0,0,176.02,Paid
PAY049959,RIDE052695,Cash,149.31,11.69,17.46,131.85,Paid
PAY049960,RIDE052696,UPI,115.95,0,0,115.95,Paid
PAY049961,RIDE052698,Wallet,219.2,13.76,30.17,189.03,Paid
PAY049962,RIDE052699,Card,149.02,0,0,149.02,Paid
PAY049963,RIDE052700,UPI,243.11,23.78,57.8,185.31,Paid
PAY049964,RIDE052701,Cash,75.42,0,0,75.42,Paid
PAY049965,RIDE052703,Card,248.52,0,0,248.52,Paid
PAY049966,RIDE052704,Card,145.51,12.13,17.65,127.86,Paid
PAY049967,RIDE052705,Card,135.35,0,0,135.35,Paid
PAY049968,RIDE052706,UPI,449.2,10.18,45.72,403.48,Paid
PAY049969,RIDE052707,Card,335.5,0,0,335.5,Paid
PAY049970,RIDE052708,UPI,83.94,16.16,13.57,70.37,Paid
PAY049971,RIDE052709,Cash,138.68,0,0,138.68,Paid
PAY049972,RIDE052710,Card,107.94,0,0,107.94,Paid
PAY049973,RIDE052711,Cash,56.26,0,0,56.26,Paid
PAY049974,RIDE052712,Card,126.1,0,0,126.1,Paid
PAY049975,RIDE052713,Wallet,83.84,0,0,83.84,Paid
PAY049976,RIDE052714,Cash,438.68,0,0,438.68,Paid
PAY049977,RIDE052715,UPI,307.26,22.32,68.59,238.67,Paid
PAY049978,RIDE052716,Cash,66.08,0,0,66.08,Paid
PAY049979,RIDE052717,Wallet,107.86,0,0,107.86,Paid
PAY049980,RIDE052718,UPI,372.55,21.36,79.56,292.99,Paid
PAY049981,RIDE052719,Wallet,278.31,0,0,278.31,Paid
PAY049982,RIDE052720,Card,184.26,12.39,22.83,161.43,Paid
PAY049983,RIDE052721,Card,346.59,0,0,346.59,Pending
PAY049984,RIDE052722,UPI,429.82,0,0,429.82,Paid
PAY049985,RIDE052723,Wallet,333.39,0,0,333.39,Paid
PAY049986,RIDE052724,Wallet,440.84,0,0,440.84,Paid
PAY049987,RIDE052726,UPI,471.79,10.91,51.49,420.3,Paid
PAY049988,RIDE052727,Card,411.05,0,0,411.05,Paid
PAY049989,RIDE052728,Cash,483.67,0,0,483.67,Paid
PAY049990,RIDE052730,Wallet,450.53,0,0,450.53,Paid
PAY049991,RIDE052732,Card,392.65,0,0,392.65,Paid
PAY049992,RIDE052733,Wallet,217.34,24.75,53.78,163.56,Paid
PAY049993,RIDE052734,Wallet,89.46,22.97,20.55,68.91,Paid
PAY049994,RIDE052735,Card,122.2,0,0,122.2,Paid
PAY049995,RIDE052736,Cash,429.2,0,0,429.2,Paid
PAY049996,RIDE052737,Cash,395.05,0,0,395.05,Paid
PAY049997,RIDE052738,Card,285.99,0,0,285.99,Paid
PAY049998,RIDE052739,Cash,274.82,0,0,274.82,Paid
PAY049999,RIDE052740,Cash,370.29,0,0,370.29,Paid
PAY050000,RIDE052741,Card,380.52,0,0,380.52,Paid
PAY050001,RIDE052742,Card,249.31,0,0,249.31,Paid
PAY050002,RIDE052743,UPI,166.93,0,0,166.93,Paid
PAY050003,RIDE052744,Cash,276.28,0,0,276.28,Paid
PAY050004,RIDE052745,Cash,75.27,0,0,75.27,Paid
PAY050005,RIDE052746,Card,405.92,19.67,79.86,326.06,Paid
PAY050006,RIDE052747,Wallet,264.38,14.23,37.62,226.76,Paid
PAY050007,RIDE052748,Cash,380.97,0,0,380.97,Paid
PAY050008,RIDE052749,UPI,384.12,21.73,83.47,300.65,Paid
PAY050009,RIDE052751,Cash,503.95,20.94,105.53,398.42,Paid
PAY050010,RIDE052752,UPI,100.15,15.78,15.8,84.35,Paid
PAY050011,RIDE052753,Card,307.79,0,0,307.79,Paid
PAY050012,RIDE052754,Card,141.42,0,0,141.42,Paid
PAY050013,RIDE052755,Cash,130.43,0,0,130.43,Paid
PAY050014,RIDE052756,Card,158.33,0,0,158.33,Paid
PAY050015,RIDE052757,UPI,148.84,0,0,148.84,Paid
PAY050016,RIDE052758,Cash,113.98,12.82,14.61,99.37,Paid
PAY050017,RIDE052759,UPI,95.85,0,0,95.85,Paid
PAY050018,RIDE052760,Wallet,188.53,0,0,188.53,Paid
PAY050019,RIDE052761,Wallet,137.33,20.86,28.65,108.68,Paid
PAY050020,RIDE052762,Cash,188.01,20.25,38.07,149.94,Paid
PAY050021,RIDE052763,UPI,139.07,17.05,23.71,115.36,Paid
PAY050022,RIDE052764,Card,90.58,15.18,13.75,76.83,Paid
PAY050023,RIDE052765,Wallet,258.89,24.22,62.7,196.19,Paid
PAY050024,RIDE052766,UPI,136.36,0,0,136.36,Paid
PAY050025,RIDE052767,Cash,67.27,24.25,16.31,50.96,Paid
PAY050026,RIDE052768,Cash,127.08,13.88,17.64,109.44,Paid
PAY050027,RIDE052769,Card,119.22,19.52,23.27,95.95,Paid
PAY050028,RIDE052770,Card,333.53,0,0,333.53,Paid
PAY050029,RIDE052771,Wallet,501.37,0,0,501.37,Paid
PAY050030,RIDE052772,Cash,254.75,0,0,254.75,Paid
PAY050031,RIDE052773,UPI,240.25,11.08,26.62,213.63,Paid
PAY050032,RIDE052774,Cash,217.1,0,0,217.1,Paid
PAY050033,RIDE052775,Card,58.32,0,0,58.32,Pending
PAY050034,RIDE052776,Wallet,476.01,15.33,72.95,403.06,Paid
PAY050035,RIDE052777,UPI,274.27,24.95,68.43,205.84,Paid
PAY050036,RIDE052778,Card,228.05,0,0,228.05,Paid
PAY050037,RIDE052779,Cash,101.85,0,0,101.85,Paid
PAY050038,RIDE052780,UPI,75.47,14.77,11.15,64.32,Paid
PAY050039,RIDE052781,Card,323.85,10.11,32.74,291.11,Paid
PAY050040,RIDE052782,Card,264.53,0,0,264.53,Paid
PAY050041,RIDE052783,Wallet,321.9,0,0,321.9,Paid
PAY050042,RIDE052784,UPI,395.56,20.3,80.29,315.27,Paid
PAY050043,RIDE052785,Wallet,415.46,20.27,84.23,331.23,Paid
PAY050044,RIDE052786,UPI,265.76,24.46,65,200.76,Paid
PAY050045,RIDE052787,Cash,381.25,21.33,81.32,299.93,Paid
PAY050046,RIDE052788,Cash,268.22,22.52,60.41,207.81,Paid
PAY050047,RIDE052789,Cash,208.94,24.22,50.6,158.34,Paid
PAY050048,RIDE052791,Card,263.74,0,0,263.74,Paid
PAY050049,RIDE052793,UPI,145.26,0,0,145.26,Paid
PAY050050,RIDE052794,Cash,447.3,10.25,45.86,401.44,Paid
PAY050051,RIDE052795,Wallet,394.85,16.5,65.16,329.69,Paid
PAY050052,RIDE052796,Card,103.08,19.5,20.1,82.98,Paid
PAY050053,RIDE052797,Cash,382.18,0,0,382.18,Paid
PAY050054,RIDE052798,Wallet,62.93,21.98,13.83,49.1,Pending
PAY050055,RIDE052799,Wallet,79.56,20.78,16.54,63.02,Paid
PAY050056,RIDE052800,Cash,62.63,11.84,7.42,55.21,Paid
PAY050057,RIDE052801,Card,95.39,21.14,20.17,75.22,Paid
PAY050058,RIDE052802,UPI,440.45,0,0,440.45,Paid
PAY050059,RIDE052803,Wallet,73.1,0,0,73.1,Paid
PAY050060,RIDE052804,Wallet,385.33,0,0,385.33,Paid
PAY050061,RIDE052805,Card,203.18,0,0,203.18,Paid
PAY050062,RIDE052806,UPI,267.16,0,0,267.16,Paid
PAY050063,RIDE052807,Wallet,99.28,24.75,24.57,74.71,Paid
PAY050064,RIDE052808,Wallet,183.51,0,0,183.51,Paid
PAY050065,RIDE052809,Card,406.3,22.66,92.07,314.23,Paid
PAY050066,RIDE052810,UPI,225.37,0,0,225.37,Paid
PAY050067,RIDE052811,Card,420.18,18.47,77.59,342.59,Paid
PAY050068,RIDE052812,Card,154.89,0,0,154.89,Paid
PAY050069,RIDE052813,Wallet,459.84,0,0,459.84,Paid
PAY050070,RIDE052814,UPI,416.65,0,0,416.65,Paid
PAY050071,RIDE052815,Cash,296.06,13.63,40.36,255.7,Paid
PAY050072,RIDE052817,Wallet,411.35,18.32,75.38,335.97,Paid
PAY050073,RIDE052818,Card,222.73,0,0,222.73,Paid
PAY050074,RIDE052819,UPI,249.86,17.11,42.75,207.11,Paid
PAY050075,RIDE052820,UPI,247.01,0,0,247.01,Paid
PAY050076,RIDE052821,Card,300.9,13.85,41.68,259.22,Paid
PAY050077,RIDE052822,UPI,77.74,0,0,77.74,Paid
PAY050078,RIDE052823,UPI,222.06,0,0,222.06,Paid
PAY050079,RIDE052824,Cash,365.89,12.75,46.65,319.24,Paid
PAY050080,RIDE052825,Cash,284.93,22.66,64.56,220.37,Paid
PAY050081,RIDE052827,Card,223.23,0,0,223.23,Paid
PAY050082,RIDE052828,UPI,252.1,0,0,252.1,Paid
PAY050083,RIDE052829,Wallet,295.18,17.35,51.21,243.97,Paid
PAY050084,RIDE052830,Cash,81.52,0,0,81.52,Paid
PAY050085,RIDE052831,Cash,131.54,0,0,131.54,Paid
PAY050086,RIDE052832,UPI,109.18,21.65,23.64,85.54,Pending
PAY050087,RIDE052833,Card,290.44,0,0,290.44,Paid
PAY050088,RIDE052834,Cash,128.93,0,0,128.93,Paid
PAY050089,RIDE052835,UPI,268.65,19.1,51.32,217.33,Paid
PAY050090,RIDE052836,UPI,280.76,20.69,58.08,222.68,Paid
PAY050091,RIDE052837,Wallet,413.01,0,0,413.01,Paid
PAY050092,RIDE052838,UPI,516.87,0,0,516.87,Paid
PAY050093,RIDE052839,Wallet,165.8,0,0,165.8,Pending
PAY050094,RIDE052840,Wallet,398.27,0,0,398.27,Paid
PAY050095,RIDE052841,Card,337.18,0,0,337.18,Paid
PAY050096,RIDE052842,UPI,505.75,0,0,505.75,Paid
PAY050097,RIDE052843,Wallet,436.6,0,0,436.6,Paid
PAY050098,RIDE052844,Cash,97.59,17.19,16.78,80.81,Paid
PAY050099,RIDE052845,Card,385.8,19.92,76.85,308.95,Paid
PAY050100,RIDE052846,Card,250.61,0,0,250.61,Paid
PAY050101,RIDE052847,Card,234.35,0,0,234.35,Paid
PAY050102,RIDE052848,Wallet,98.97,0,0,98.97,Paid
PAY050103,RIDE052849,Cash,431.85,0,0,431.85,Paid
PAY050104,RIDE052850,Card,179.48,0,0,179.48,Paid
PAY050105,RIDE052851,Cash,484.4,0,0,484.4,Paid
PAY050106,RIDE052852,Card,296.77,17.78,52.75,244.02,Paid
PAY050107,RIDE052853,Wallet,469.65,0,0,469.65,Paid
PAY050108,RIDE052854,Card,222.65,0,0,222.65,Paid
PAY050109,RIDE052855,UPI,371.04,0,0,371.04,Paid
PAY050110,RIDE052856,Card,90.8,0,0,90.8,Paid
PAY050111,RIDE052857,UPI,323.18,0,0,323.18,Paid
PAY050112,RIDE052858,Card,399.27,17.63,70.4,328.87,Paid
PAY050113,RIDE052859,Card,162.52,0,0,162.52,Paid
PAY050114,RIDE052861,Wallet,134.08,0,0,134.08,Paid
PAY050115,RIDE052862,Wallet,395.33,0,0,395.33,Paid
PAY050116,RIDE052863,UPI,215.29,13.03,28.05,187.24,Paid
PAY050117,RIDE052864,Card,225.89,17.02,38.44,187.45,Paid
PAY050118,RIDE052867,Wallet,368.23,18.46,67.97,300.26,Paid
PAY050119,RIDE052868,Cash,364.22,0,0,364.22,Paid
PAY050120,RIDE052869,UPI,98.95,0,0,98.95,Paid
PAY050121,RIDE052870,Cash,408.75,15.24,62.31,346.44,Paid
PAY050122,RIDE052871,Cash,457.17,0,0,457.17,Paid
PAY050123,RIDE052872,Cash,70.68,0,0,70.68,Paid
PAY050124,RIDE052874,Cash,428.33,0,0,428.33,Paid
PAY050125,RIDE052875,Card,163.94,16.37,26.84,137.1,Pending
PAY050126,RIDE052876,Card,253.24,0,0,253.24,Paid
PAY050127,RIDE052877,Wallet,251.38,18.32,46.06,205.32,Paid
PAY050128,RIDE052878,UPI,121.52,0,0,121.52,Pending
PAY050129,RIDE052879,Cash,161.15,0,0,161.15,Paid
PAY050130,RIDE052880,Wallet,506.69,19.34,97.98,408.71,Paid
PAY050131,RIDE052881,Card,166.94,0,0,166.94,Paid
PAY050132,RIDE052882,Card,375.65,0,0,375.65,Paid
PAY050133,RIDE052883,Cash,300.95,20.83,62.68,238.27,Paid
PAY050134,RIDE052884,Cash,290.34,0,0,290.34,Paid
PAY050135,RIDE052885,Cash,74.63,21.98,16.4,58.23,Paid
PAY050136,RIDE052886,Card,272.49,0,0,272.49,Paid
PAY050137,RIDE052887,Wallet,291.73,0,0,291.73,Paid
PAY050138,RIDE052888,Card,179.77,18.28,32.86,146.91,Paid
PAY050139,RIDE052889,Cash,193.68,0,0,193.68,Paid
PAY050140,RIDE052890,Card,279.22,0,0,279.22,Paid
PAY050141,RIDE052891,Wallet,284.42,0,0,284.42,Paid
PAY050142,RIDE052892,Card,460.68,0,0,460.68,Paid
PAY050143,RIDE052893,Wallet,118.46,0,0,118.46,Paid
PAY050144,RIDE052895,Wallet,404.34,0,0,404.34,Paid
PAY050145,RIDE052896,Cash,388.33,0,0,388.33,Paid
PAY050146,RIDE052897,Cash,373.14,0,0,373.14,Paid
PAY050147,RIDE052898,Wallet,505.63,0,0,505.63,Paid
PAY050148,RIDE052899,Wallet,409.95,0,0,409.95,Paid
PAY050149,RIDE052900,Cash,353.18,0,0,353.18,Paid
PAY050150,RIDE052901,Card,428.77,17.28,74.08,354.69,Paid
PAY050151,RIDE052902,Card,100.5,0,0,100.5,Paid
PAY050152,RIDE052903,UPI,258.41,11.12,28.74,229.67,Paid
PAY050153,RIDE052904,Card,349.67,0,0,349.67,Paid
PAY050154,RIDE052905,Card,100.74,0,0,100.74,Paid
PAY050155,RIDE052906,UPI,177.18,0,0,177.18,Paid
PAY050156,RIDE052907,Wallet,447.68,0,0,447.68,Paid
PAY050157,RIDE052908,Card,217.68,11.8,25.68,192,Paid
PAY050158,RIDE052909,UPI,364.8,0,0,364.8,Paid
PAY050159,RIDE052910,Card,441.88,0,0,441.88,Paid
PAY050160,RIDE052911,Card,354.79,24.42,86.65,268.14,Paid
PAY050161,RIDE052912,Card,466.15,0,0,466.15,Paid
PAY050162,RIDE052913,Cash,213.83,0,0,213.83,Paid
PAY050163,RIDE052914,Cash,63.96,0,0,63.96,Paid
PAY050164,RIDE052915,Cash,423.32,14.02,59.35,363.97,Paid
PAY050165,RIDE052916,UPI,151.17,0,0,151.17,Paid
PAY050166,RIDE052917,Wallet,406.61,0,0,406.61,Paid
PAY050167,RIDE052918,UPI,66.07,24.08,15.91,50.16,Paid
PAY050168,RIDE052919,Card,433.38,0,0,433.38,Paid
PAY050169,RIDE052920,Card,95.09,0,0,95.09,Paid
PAY050170,RIDE052921,Wallet,236.36,0,0,236.36,Paid
PAY050171,RIDE052923,Card,373.68,10.09,37.69,335.99,Paid
PAY050172,RIDE052924,Card,165.31,17.03,28.15,137.16,Paid
PAY050173,RIDE052925,Card,431.27,16.35,70.5,360.77,Paid
PAY050174,RIDE052926,Cash,212.93,18.18,38.71,174.22,Paid
PAY050175,RIDE052927,UPI,203.61,0,0,203.61,Paid
PAY050176,RIDE052928,Card,449.91,23.85,107.3,342.61,Paid
PAY050177,RIDE052929,Wallet,271.65,18.2,49.45,222.2,Pending
PAY050178,RIDE052930,UPI,289.31,14.66,42.42,246.89,Paid
PAY050179,RIDE052931,Card,525.9,0,0,525.9,Paid
PAY050180,RIDE052932,Cash,340.41,17.48,59.49,280.92,Paid
PAY050181,RIDE052933,Cash,396.48,11.26,44.63,351.85,Paid
PAY050182,RIDE052934,Cash,215.52,0,0,215.52,Paid
PAY050183,RIDE052935,UPI,223.14,0,0,223.14,Pending
PAY050184,RIDE052936,UPI,392.15,0,0,392.15,Paid
PAY050185,RIDE052937,UPI,253.87,0,0,253.87,Paid
PAY050186,RIDE052938,Wallet,125.48,0,0,125.48,Paid
PAY050187,RIDE052939,Cash,169.83,13.58,23.07,146.76,Paid
PAY050188,RIDE052940,Wallet,118.9,0,0,118.9,Paid
PAY050189,RIDE052941,Cash,223.77,0,0,223.77,Paid
PAY050190,RIDE052942,Card,446.89,0,0,446.89,Paid
PAY050191,RIDE052943,Card,490.56,0,0,490.56,Paid
PAY050192,RIDE052944,Wallet,210.6,0,0,210.6,Paid
PAY050193,RIDE052945,Card,158.97,0,0,158.97,Paid
PAY050194,RIDE052946,Card,343.12,19.73,67.69,275.43,Paid
PAY050195,RIDE052947,Cash,190.03,0,0,190.03,Paid
PAY050196,RIDE052948,Wallet,208.25,0,0,208.25,Paid
PAY050197,RIDE052949,UPI,217.02,19.31,41.9,175.12,Paid
PAY050198,RIDE052950,UPI,417.67,0,0,417.67,Paid
PAY050199,RIDE052951,Wallet,426.39,0,0,426.39,Paid
PAY050200,RIDE052952,UPI,494.14,0,0,494.14,Paid
PAY050201,RIDE052953,UPI,406.29,0,0,406.29,Paid
PAY050202,RIDE052954,Wallet,63.57,0,0,63.57,Paid
PAY050203,RIDE052955,Cash,243.03,0,0,243.03,Paid
PAY050204,RIDE052956,UPI,442.45,16.28,72.02,370.43,Paid
PAY050205,RIDE052957,Card,439.63,0,0,439.63,Pending
PAY050206,RIDE052958,Card,350.69,13.99,49.05,301.64,Paid
PAY050207,RIDE052959,UPI,384.02,0,0,384.02,Paid
PAY050208,RIDE052960,Wallet,119.34,0,0,119.34,Paid
PAY050209,RIDE052961,Wallet,391.39,10.25,40.1,351.29,Paid
PAY050210,RIDE052962,Card,156.2,17.27,26.97,129.23,Paid
PAY050211,RIDE052963,Cash,83.28,18.19,15.15,68.13,Paid
PAY050212,RIDE052964,UPI,206.79,16.49,34.09,172.7,Paid
PAY050213,RIDE052965,Cash,90.63,0,0,90.63,Paid
PAY050214,RIDE052966,Card,400.33,0,0,400.33,Paid
PAY050215,RIDE052967,Cash,308.29,0,0,308.29,Paid
PAY050216,RIDE052968,Cash,173.25,18.46,31.98,141.27,Paid
PAY050217,RIDE052969,Card,352.13,22.47,79.11,273.02,Paid
PAY050218,RIDE052970,UPI,375.56,12.43,46.67,328.89,Paid
PAY050219,RIDE052971,Card,439.49,15.67,68.87,370.62,Paid
PAY050220,RIDE052972,Wallet,62.87,0,0,62.87,Paid
PAY050221,RIDE052973,UPI,66.96,0,0,66.96,Paid
PAY050222,RIDE052974,Cash,125.89,0,0,125.89,Paid
PAY050223,RIDE052975,Cash,124.95,23.36,29.19,95.76,Paid
PAY050224,RIDE052976,Wallet,296.18,0,0,296.18,Paid
PAY050225,RIDE052977,Card,202.96,0,0,202.96,Paid
PAY050226,RIDE052979,Wallet,440.19,0,0,440.19,Paid
PAY050227,RIDE052980,Cash,175.33,13.69,24.01,151.32,Paid
PAY050228,RIDE052981,Cash,326.3,0,0,326.3,Paid
PAY050229,RIDE052982,Cash,243.6,0,0,243.6,Paid
PAY050230,RIDE052983,UPI,245.4,12.13,29.76,215.64,Paid
PAY050231,RIDE052984,UPI,153.85,23.97,36.88,116.97,Paid
PAY050232,RIDE052985,Card,161.17,0,0,161.17,Paid
PAY050233,RIDE052986,Card,231.77,0,0,231.77,Paid
PAY050234,RIDE052987,UPI,492.24,24.53,120.73,371.51,Paid
PAY050235,RIDE052988,UPI,410.86,16.55,68.01,342.85,Pending
PAY050236,RIDE052989,Wallet,320.46,0,0,320.46,Paid
PAY050237,RIDE052990,Cash,403.96,24.16,97.6,306.36,Paid
PAY050238,RIDE052991,Cash,197.7,0,0,197.7,Paid
PAY050239,RIDE052992,Cash,290.22,0,0,290.22,Paid
PAY050240,RIDE052993,Card,382.81,13.29,50.86,331.95,Paid
PAY050241,RIDE052994,Cash,451.05,0,0,451.05,Paid
PAY050242,RIDE052995,Card,448.53,24,107.65,340.88,Paid
PAY050243,RIDE052996,Cash,109.84,17.69,19.43,90.41,Paid
PAY050244,RIDE052997,Cash,228.25,17.69,40.38,187.87,Paid
PAY050245,RIDE052998,Wallet,196.26,0,0,196.26,Paid
PAY050246,RIDE052999,UPI,300.71,0,0,300.71,Paid
PAY050247,RIDE053000,Wallet,232.64,18.83,43.81,188.83,Paid
PAY050248,RIDE053001,Wallet,176.05,20.54,36.16,139.89,Paid
PAY050249,RIDE053003,Card,88.27,0,0,88.27,Paid
PAY050250,RIDE053004,Wallet,53.98,16.79,9.06,44.92,Paid
PAY050251,RIDE053005,Wallet,172.13,13.32,22.92,149.21,Pending
PAY050252,RIDE053006,Card,153.8,0,0,153.8,Paid
PAY050253,RIDE053007,Wallet,92.86,0,0,92.86,Paid
PAY050254,RIDE053008,Cash,476.54,0,0,476.54,Paid
PAY050255,RIDE053009,Card,348.29,13.66,47.59,300.7,Pending
PAY050256,RIDE053010,Card,410.2,0,0,410.2,Pending
PAY050257,RIDE053011,UPI,85.46,0,0,85.46,Paid
PAY050258,RIDE053012,Wallet,327.25,15.11,49.44,277.81,Paid
PAY050259,RIDE053013,UPI,193.74,12.68,24.56,169.18,Pending
PAY050260,RIDE053014,Cash,85.44,0,0,85.44,Paid
PAY050261,RIDE053015,UPI,170.05,20.25,34.43,135.62,Paid
PAY050262,RIDE053016,Card,417.59,0,0,417.59,Paid
PAY050263,RIDE053017,Cash,320.11,0,0,320.11,Paid
PAY050264,RIDE053018,UPI,144.48,15.33,22.15,122.33,Paid
PAY050265,RIDE053019,Cash,93,19.89,18.5,74.5,Paid
PAY050266,RIDE053020,UPI,430.43,0,0,430.43,Paid
PAY050267,RIDE053021,Wallet,469.61,24.18,113.55,356.06,Paid
PAY050268,RIDE053022,Card,167.84,0,0,167.84,Paid
PAY050269,RIDE053023,Card,437.87,20.86,91.35,346.52,Paid
PAY050270,RIDE053024,Card,283.87,0,0,283.87,Paid
PAY050271,RIDE053025,UPI,226.59,0,0,226.59,Pending
PAY050272,RIDE053026,UPI,111.55,18.47,20.61,90.94,Paid
PAY050273,RIDE053027,Cash,477.69,0,0,477.69,Paid
PAY050274,RIDE053028,Wallet,176.45,0,0,176.45,Paid
PAY050275,RIDE053029,Card,477.84,11.89,56.81,421.03,Paid
PAY050276,RIDE053030,Wallet,532.25,21.36,113.7,418.55,Paid
PAY050277,RIDE053031,UPI,99.49,0,0,99.49,Paid
PAY050278,RIDE053032,Cash,173.85,14.27,24.81,149.04,Paid
PAY050279,RIDE053033,Wallet,164.27,0,0,164.27,Paid
PAY050280,RIDE053034,Cash,431.9,0,0,431.9,Paid
PAY050281,RIDE053035,Cash,382.42,0,0,382.42,Paid
PAY050282,RIDE053036,Card,180.02,0,0,180.02,Paid
PAY050283,RIDE053037,Cash,469.04,0,0,469.04,Paid
PAY050284,RIDE053038,UPI,386.78,0,0,386.78,Paid
PAY050285,RIDE053039,Cash,233.24,14.7,34.28,198.96,Paid
PAY050286,RIDE053040,Wallet,302.43,0,0,302.43,Paid
PAY050287,RIDE053041,Cash,530.6,12.37,65.62,464.98,Paid
PAY050288,RIDE053042,Card,324.89,0,0,324.89,Paid
PAY050289,RIDE053043,Cash,197.9,0,0,197.9,Paid
PAY050290,RIDE053044,Cash,67.91,11.71,7.95,59.96,Paid
PAY050291,RIDE053045,Cash,67.66,12.94,8.75,58.91,Paid
PAY050292,RIDE053046,UPI,104.44,10.48,10.95,93.49,Paid
PAY050293,RIDE053047,Cash,330.31,0,0,330.31,Paid
PAY050294,RIDE053048,Cash,408.3,0,0,408.3,Paid
PAY050295,RIDE053049,UPI,339.87,11.73,39.86,300.01,Paid
PAY050296,RIDE053050,Card,86.97,0,0,86.97,Paid
PAY050297,RIDE053051,UPI,403.77,0,0,403.77,Paid
PAY050298,RIDE053052,Wallet,480.28,0,0,480.28,Paid
PAY050299,RIDE053053,Cash,414.28,0,0,414.28,Paid
PAY050300,RIDE053054,UPI,80.06,24.29,19.45,60.61,Paid
PAY050301,RIDE053055,Card,204.79,13.69,28.04,176.75,Paid
PAY050302,RIDE053056,Cash,132.58,10.17,13.48,119.1,Paid
PAY050303,RIDE053057,Card,495.84,0,0,495.84,Paid
PAY050304,RIDE053058,UPI,405.05,20.23,81.95,323.1,Paid
PAY050305,RIDE053059,UPI,362.27,0,0,362.27,Paid
PAY050306,RIDE053060,Cash,146.53,15.16,22.22,124.31,Paid
PAY050307,RIDE053061,Card,181.25,18.05,32.71,148.54,Paid
PAY050308,RIDE053062,Card,275.02,23.03,63.34,211.68,Paid
PAY050309,RIDE053063,Cash,136.73,0,0,136.73,Paid
PAY050310,RIDE053064,Wallet,73.43,0,0,73.43,Paid
PAY050311,RIDE053065,Card,312.59,0,0,312.59,Paid
PAY050312,RIDE053066,Card,468.55,14.76,69.16,399.39,Paid
PAY050313,RIDE053067,Cash,332.06,0,0,332.06,Paid
PAY050314,RIDE053068,Card,254.26,16.84,42.82,211.44,Paid
PAY050315,RIDE053069,Wallet,229.81,0,0,229.81,Paid
PAY050316,RIDE053070,Cash,174.32,11.48,20.01,154.31,Paid
PAY050317,RIDE053071,Card,137.6,23.94,32.94,104.66,Paid
PAY050318,RIDE053072,UPI,133.75,0,0,133.75,Paid
PAY050319,RIDE053073,Cash,124,0,0,124,Paid
PAY050320,RIDE053074,Card,87.01,0,0,87.01,Paid
PAY050321,RIDE053075,Card,69.47,0,0,69.47,Pending
PAY050322,RIDE053076,UPI,324.67,13.39,43.47,281.2,Paid
PAY050323,RIDE053077,Card,320.15,17.28,55.31,264.84,Paid
PAY050324,RIDE053078,Cash,101.21,0,0,101.21,Paid
PAY050325,RIDE053079,Wallet,414.69,0,0,414.69,Paid
PAY050326,RIDE053080,Card,123.84,0,0,123.84,Paid
PAY050327,RIDE053081,UPI,117.84,17.33,20.43,97.41,Pending
PAY050328,RIDE053082,Cash,62.81,14.99,9.42,53.39,Paid
PAY050329,RIDE053083,UPI,134.21,0,0,134.21,Paid
PAY050330,RIDE053084,Card,252.05,19.39,48.87,203.18,Paid
PAY050331,RIDE053085,Card,233.98,0,0,233.98,Paid
PAY050332,RIDE053086,Card,247.07,23.55,58.19,188.88,Paid
PAY050333,RIDE053087,Cash,423.15,0,0,423.15,Paid
PAY050334,RIDE053088,Card,195.6,17.37,33.97,161.63,Paid
PAY050335,RIDE053089,Card,170.99,0,0,170.99,Paid
PAY050336,RIDE053090,Cash,69.04,0,0,69.04,Paid
PAY050337,RIDE053091,Card,308.33,0,0,308.33,Paid
PAY050338,RIDE053092,Wallet,262.19,0,0,262.19,Paid
PAY050339,RIDE053094,UPI,164.01,16.54,27.12,136.89,Paid
PAY050340,RIDE053095,Card,343.4,15.05,51.68,291.72,Paid
PAY050341,RIDE053096,Cash,432.67,0,0,432.67,Paid
PAY050342,RIDE053097,Cash,392.29,0,0,392.29,Paid
PAY050343,RIDE053098,Cash,62.22,0,0,62.22,Paid
